event_id,timestamp_utc,host,user,process_name,event_type,ioc_type,ioc_value,source_ip
evt-mutexes-000014,2026-06-01T11:33:08+00:00,ENG-LAB-010,user045,python.exe,mutex_created,Mutex,Local\OfficeCache_{6dbf3ba6-304b-40ce-8ba1-59651e1193ff},10.1.243.116
evt-mutexes-000015,2026-06-01T12:24:47+00:00,ENG-LAB-039,user084,reg.exe,mutex_created,Mutex,Global\ConfigGuard_{d4244984-6dde-4516-aacf-1cafae573585},10.2.250.5
evt-mutexes-000016,2026-06-01T12:31:48+00:00,ENG-LAB-044,user055,outlook.exe,mutex_created,Mutex,Local\ConfigGuard_{f6c3b470-72c8-494f-9b6c-b167d9a80dab},10.2.91.130
evt-mutexes-000017,2026-06-01T12:34:33+00:00,ENG-LAB-033,user098,powershell.exe,mutex_created,Mutex,Local\TelemetrySync_{0920e100-0b1c-4fe6-8f81-a470a8fd2cd6},10.0.120.104
evt-mutexes-000018,2026-06-01T12:56:14+00:00,ENG-LAB-055,user094,svchost.exe,mutex_created,Mutex,Global\InstallerMutex_{665b9524-51c0-4b94-b8a3-557ebdf0895a},10.1.40.22
evt-mutexes-000019,2026-06-01T13:07:37+00:00,ENG-LAB-052,user081,svchost.exe,mutex_created,Mutex,Session\TelemetrySync_{d6979e72-a896-4dc2-be77-baaaf91b1c99},10.0.117.211
evt-mutexes-000020,2026-06-01T14:04:23+00:00,ENG-LAB-014,user037,teams.exe,mutex_created,Mutex,Global\BrowserSingleton_{c020580f-fc07-41cd-9158-593cfa419493},10.0.47.163
evt-mutexes-000021,2026-06-01T15:16:18+00:00,ENG-LAB-030,user016,teams.exe,mutex_created,Mutex,Global\ConfigGuard_{ddb89339-c494-49b3-859e-3bd6b143859b},10.2.63.185
evt-mutexes-000022,2026-06-01T15:57:10+00:00,ENG-LAB-060,user042,reg.exe,mutex_created,Mutex,Session\TelemetrySync_{9f4f7543-1248-44dc-81ce-8f4f68756019},10.3.208.85
evt-mutexes-000023,2026-06-01T17:15:10+00:00,ENG-LAB-043,user026,rundll32.exe,mutex_created,Mutex,Global\InstallerMutex_{07f35a00-ffa1-45ae-9663-4d9148412080},10.2.53.241
evt-mutexes-000024,2026-06-01T17:49:42+00:00,ENG-LAB-019,user054,winword.exe,mutex_created,Mutex,Local\TelemetrySync_{eaa2c185-211b-420d-81a2-f38f884b9eda},10.1.134.42
evt-mutexes-000025,2026-06-01T18:41:47+00:00,ENG-LAB-058,user050,chrome.exe,mutex_created,Mutex,Local\LabAgent_{69efe8cc-3cec-4c2c-8560-c6bbfaa9dc71},10.0.216.9
evt-mutexes-000026,2026-06-01T20:54:34+00:00,ENG-LAB-013,user043,winword.exe,mutex_created,Mutex,Local\BrowserSingleton_{32af0a70-fc42-4646-b789-f78c8632ad8b},10.3.127.224
evt-mutexes-000027,2026-06-01T21:51:57+00:00,ENG-LAB-046,user100,reg.exe,mutex_created,Mutex,Local\LabAgent_{635872fd-bfab-410e-9d5c-686bb7d9d9bc},10.2.238.114
evt-mutexes-000028,2026-06-02T00:04:03+00:00,ENG-LAB-009,user040,teams.exe,mutex_created,Mutex,Session\ConfigGuard_{92bf3bae-b5e6-4660-a989-10ad462e7bf7},10.3.253.103
evt-mutexes-000029,2026-06-02T00:54:34+00:00,ENG-LAB-016,user038,chrome.exe,mutex_created,Mutex,Session\OneDriveSync_{83d78960-f92a-4b18-aebb-24a4d823af66},10.2.219.230
evt-mutexes-000030,2026-06-02T03:14:41+00:00,ENG-LAB-016,user015,winword.exe,mutex_created,Mutex,Session\ConfigGuard_{c98f12aa-28c0-4848-8c97-d3a5e698054d},10.3.174.72
evt-mutexes-000031,2026-06-02T04:10:51+00:00,ENG-LAB-060,user074,reg.exe,mutex_created,Mutex,Global\InstallerMutex_{e314be0e-49ac-49fb-a6ce-6948ed9ebe78},10.2.234.81
evt-mutexes-000032,2026-06-02T05:50:17+00:00,ENG-LAB-032,user094,winword.exe,mutex_created,Mutex,Local\ConfigGuard_{ae2f2723-e99b-4955-9d83-47ebc0cd61d9},10.2.52.24
evt-mutexes-000033,2026-06-02T08:39:18+00:00,ENG-LAB-052,user051,chrome.exe,mutex_created,Mutex,Session\UpdaterLock_{af31305a-4da9-4360-8646-b15e0bfee4f1},10.1.109.17
evt-mutexes-000034,2026-06-02T09:08:58+00:00,ENG-LAB-003,user049,svchost.exe,mutex_created,Mutex,Session\ConfigGuard_{16e946e6-7cf6-4d1a-a0bb-a4b52b88ca76},10.3.73.68
evt-mutexes-000035,2026-06-02T11:55:06+00:00,ENG-LAB-044,user008,python.exe,mutex_created,Mutex,Local\UpdaterLock_{eacaba62-9ab5-482f-b674-e7fe29c6c7ae},10.2.122.68
evt-mutexes-000036,2026-06-02T12:54:02+00:00,ENG-LAB-002,user094,powershell.exe,mutex_created,Mutex,Session\LabAgent_{91b502d2-63de-4ba3-b1bf-ae377b43deb6},10.3.25.143
evt-mutexes-000037,2026-06-02T14:42:36+00:00,ENG-LAB-006,user017,python.exe,mutex_created,Mutex,Global\ConfigGuard_{a8d0416a-f0b9-458b-a096-c657f2bfed1e},10.2.108.168
evt-mutexes-000038,2026-06-02T16:36:35+00:00,ENG-LAB-017,user034,reg.exe,mutex_created,Mutex,Local\OneDriveSync_{a2772127-2254-4a34-99b0-08b5b0cd812b},10.1.134.42
evt-mutexes-000039,2026-06-02T18:22:42+00:00,ENG-LAB-049,user002,outlook.exe,mutex_created,Mutex,Local\TelemetrySync_{7a660579-9f81-4141-9a4f-f1970c2e592d},10.3.80.15
evt-mutexes-000040,2026-06-02T19:01:36+00:00,ENG-LAB-025,user004,powershell.exe,mutex_created,Mutex,Session\OfficeCache_{f5f68b03-db1a-4f84-b3e0-9a2073e18eec},10.1.158.58
evt-mutexes-000041,2026-06-02T19:26:17+00:00,ENG-LAB-058,user079,python.exe,mutex_created,Mutex,Session\BrowserSingleton_{2c2e3321-08d1-4f4c-8fb7-0b9767f20599},10.2.250.65
evt-mutexes-000042,2026-06-02T19:58:38+00:00,ENG-LAB-037,user094,reg.exe,mutex_created,Mutex,Global\BrowserSingleton_{c5f1f6f6-fdaf-439f-9e1c-a07225fc660a},10.2.238.114
evt-mutexes-000043,2026-06-02T21:00:18+00:00,ENG-LAB-054,user065,python.exe,mutex_created,Mutex,Global\OneDriveSync_{20720a10-257a-4f07-8157-a0d9ed9735de},10.0.194.72
evt-mutexes-000044,2026-06-02T22:16:33+00:00,ENG-LAB-033,user020,reg.exe,mutex_created,Mutex,Local\UpdaterLock_{ab69f960-4f1c-44bd-8a00-b722affff972},10.2.125.58
evt-mutexes-000045,2026-06-03T01:22:19+00:00,ENG-LAB-051,user099,powershell.exe,mutex_created,Mutex,Global\LabAgent_{05c6cc04-01db-44a2-a213-bf649c2f2351},10.0.37.138
evt-mutexes-000046,2026-06-03T01:39:55+00:00,ENG-LAB-004,user049,reg.exe,mutex_created,Mutex,Global\OfficeCache_{3709c820-7751-472a-bbaf-155d13c97a69},10.0.146.61
evt-mutexes-000047,2026-06-03T03:38:08+00:00,ENG-LAB-047,user019,rundll32.exe,mutex_created,Mutex,Global\InstallerMutex_{00ace94a-4b07-497a-9af4-f9e5b6f31357},10.2.111.248
evt-mutexes-000048,2026-06-03T05:11:51+00:00,ENG-LAB-001,user019,outlook.exe,mutex_created,Mutex,Global\OfficeCache_{fdec22fd-0419-4d55-8ab5-4a2f2c10aec9},10.2.181.54
evt-mutexes-000049,2026-06-03T05:41:24+00:00,ENG-LAB-038,user084,reg.exe,mutex_created,Mutex,Local\ConfigGuard_{4b9ee143-7c8c-446d-b3fd-cc5107cfe1d0},10.1.0.154
evt-mutexes-000050,2026-06-03T05:52:04+00:00,ENG-LAB-035,user080,svchost.exe,mutex_created,Mutex,Session\BrowserSingleton_{519bace1-e0e8-4642-8d00-860b7a1bb2e2},10.1.21.79
evt-mutexes-000051,2026-06-03T06:11:05+00:00,ENG-LAB-052,user014,msedge.exe,mutex_created,Mutex,Session\InstallerMutex_{649a2617-b309-4101-8655-1cfffdd82195},10.1.224.214
evt-mutexes-000052,2026-06-03T07:09:32+00:00,ENG-LAB-052,user100,powershell.exe,mutex_created,Mutex,Global\LabAgent_{24a94f03-dcc0-4e4b-ac4b-ebf16c946908},10.2.122.68
evt-mutexes-000053,2026-06-03T07:13:24+00:00,ENG-LAB-033,user093,msedge.exe,mutex_created,Mutex,Global\OfficeCache_{83bd45f0-1e8c-410f-ad58-90c92728a049},10.2.223.125
evt-mutexes-000054,2026-06-03T07:15:01+00:00,ENG-LAB-054,user087,powershell.exe,mutex_created,Mutex,Global\BrowserSingleton_{babb8e7b-7ed9-49f5-9d36-19d4ee080c45},10.0.161.103
evt-mutexes-000055,2026-06-03T09:00:03+00:00,ENG-LAB-023,user053,teams.exe,mutex_created,Mutex,Session\OneDriveSync_{ab570f00-8e8a-4537-9eb5-2d41ea177eb6},10.0.194.72
evt-mutexes-000056,2026-06-03T10:05:08+00:00,ENG-LAB-041,user096,teams.exe,mutex_created,Mutex,Local\BrowserSingleton_{5138fc42-00b9-4e47-9781-bc31ce1c6001},10.3.167.104
evt-mutexes-000057,2026-06-03T10:08:04+00:00,ENG-LAB-014,user077,chrome.exe,mutex_created,Mutex,Local\UpdaterLock_{af5d5eef-fd09-4c39-bddf-bd4efc70315f},10.3.176.187
evt-mutexes-000058,2026-06-03T12:12:28+00:00,ENG-LAB-037,user028,powershell.exe,mutex_created,Mutex,Global\OfficeCache_{ac1ebfae-5aa3-4c0d-a14d-1dbd70a08ee6},10.2.223.125
evt-mutexes-000059,2026-06-03T12:49:05+00:00,ENG-LAB-022,user095,teams.exe,mutex_created,Mutex,Global\BrowserSingleton_{2fe06c4f-2639-4b25-8624-8da3cd814f85},10.2.33.55
evt-mutexes-000060,2026-06-03T13:23:30+00:00,ENG-LAB-030,user054,python.exe,mutex_created,Mutex,Local\BrowserSingleton_{d9534c28-fc33-48b2-a7e4-3f60f739b01c},10.0.155.74
evt-mutexes-000061,2026-06-03T14:37:45+00:00,ENG-LAB-059,user018,svchost.exe,mutex_created,Mutex,Local\BrowserSingleton_{4e3fa494-9f35-4e4d-8c7c-f8916e5e3e4d},10.0.57.20
evt-mutexes-000062,2026-06-03T15:01:44+00:00,ENG-LAB-016,user057,reg.exe,mutex_created,Mutex,Local\BrowserSingleton_{c88b9269-25f9-4ca8-87cd-d2f21c614810},10.2.29.13
evt-mutexes-000063,2026-06-03T15:10:30+00:00,ENG-LAB-043,user070,winword.exe,mutex_created,Mutex,Session\ConfigGuard_{98cb6f14-42c8-4de8-bab9-7c60e6ba2879},10.2.222.41
evt-mutexes-000064,2026-06-03T15:27:00+00:00,ENG-LAB-042,user045,teams.exe,mutex_created,Mutex,Global\BrowserSingleton_{afcf1b97-564f-46e6-8601-38f78024b97b},10.3.186.42
evt-mutexes-000065,2026-06-03T15:29:58+00:00,ENG-LAB-006,user024,msedge.exe,mutex_created,Mutex,Session\TelemetrySync_{2a16a38b-0b05-427a-8aa7-155940907070},10.2.65.50
evt-mutexes-000066,2026-06-03T16:44:18+00:00,ENG-LAB-018,user063,rundll32.exe,mutex_created,Mutex,Session\LabAgent_{1d887055-e855-4c3c-8715-25330c6ef4b7},10.3.173.205
evt-mutexes-000067,2026-06-03T17:07:07+00:00,ENG-LAB-029,user022,teams.exe,mutex_created,Mutex,Local\ConfigGuard_{781d15c6-1644-473f-9c56-d69733e08724},10.3.67.172
evt-mutexes-000068,2026-06-03T18:06:33+00:00,ENG-LAB-007,user032,winword.exe,mutex_created,Mutex,Global\TelemetrySync_{e730df73-8385-477c-b544-2c01605c0b1c},10.1.214.57
evt-mutexes-000069,2026-06-03T19:02:23+00:00,ENG-LAB-047,user019,chrome.exe,mutex_created,Mutex,Global\BrowserSingleton_{7d0fdd72-888b-4123-90f9-cf8c8744270f},10.2.250.65
evt-mutexes-000070,2026-06-03T19:57:22+00:00,ENG-LAB-051,user060,reg.exe,mutex_created,Mutex,Local\TelemetrySync_{e32366a4-6866-45c0-ac41-ee895d9f9634},10.0.41.108
evt-mutexes-000071,2026-06-03T20:04:05+00:00,ENG-LAB-012,user065,teams.exe,mutex_created,Mutex,Local\BrowserSingleton_{2e279eab-a604-49fa-be5d-330330f062b1},10.0.58.175
evt-mutexes-000072,2026-06-03T20:46:25+00:00,ENG-LAB-043,user001,rundll32.exe,mutex_created,Mutex,Session\OneDriveSync_{bff13eb2-544b-4dd3-afa7-f1b362742f22},10.2.135.207
evt-mutexes-000073,2026-06-03T21:12:28+00:00,ENG-LAB-012,user037,chrome.exe,mutex_created,Mutex,Session\BrowserSingleton_{afeb9394-1c8f-42b5-b3cf-60d429b5773c},10.0.155.74
evt-mutexes-000074,2026-06-03T21:39:11+00:00,ENG-LAB-050,user050,svchost.exe,mutex_created,Mutex,Session\OneDriveSync_{10a5cc5b-b0d5-40df-aae5-e155e93af07e},10.1.135.30
evt-mutexes-000075,2026-06-03T22:05:19+00:00,ENG-LAB-048,user002,rundll32.exe,mutex_created,Mutex,Session\UpdaterLock_{306c5c80-b7bd-4495-97a6-cd95efe5e9ca},10.1.159.103
evt-mutexes-000076,2026-06-03T22:31:34+00:00,ENG-LAB-027,user062,msedge.exe,mutex_created,Mutex,Local\InstallerMutex_{c61662d7-e49b-4d0e-bf9d-3af2f37b7447},10.1.40.22
evt-mutexes-000077,2026-06-04T00:01:58+00:00,ENG-LAB-001,user036,outlook.exe,mutex_created,Mutex,Local\ConfigGuard_{fc490d30-eeaa-49ec-a837-3ac3f5ec6877},10.3.69.222
evt-mutexes-000078,2026-06-04T00:17:32+00:00,ENG-LAB-056,user068,reg.exe,mutex_created,Mutex,Local\UpdaterLock_{c48c6ba7-a53f-47ee-9e44-3e0fc1d64ed4},10.3.73.68
evt-mutexes-000079,2026-06-04T00:48:32+00:00,ENG-LAB-023,user007,reg.exe,mutex_created,Mutex,Global\BrowserSingleton_{cf62c980-2668-4caf-bdcc-8b65b4b0e10e},10.2.222.41
evt-mutexes-000080,2026-06-04T03:14:07+00:00,ENG-LAB-029,user016,teams.exe,mutex_created,Mutex,Local\OfficeCache_{e0973b21-9415-4fe0-bc91-2da0f022645e},10.2.250.5
evt-mutexes-000081,2026-06-04T03:17:54+00:00,ENG-LAB-049,user092,python.exe,mutex_created,Mutex,Session\OneDriveSync_{3daac434-9a93-41c1-91a5-0a61a823b0f1},10.3.69.222
evt-mutexes-000082,2026-06-04T03:24:31+00:00,ENG-LAB-013,user006,winword.exe,mutex_created,Mutex,Session\InstallerMutex_{d8aaf4ef-1cfc-4257-b92f-e7af66b9f4ed},10.2.36.156
evt-mutexes-000083,2026-06-04T03:29:51+00:00,ENG-LAB-042,user032,reg.exe,mutex_created,Mutex,Session\InstallerMutex_{7e88da45-37ff-4339-9144-cffe4dcdb0ad},10.1.211.7
evt-mutexes-000084,2026-06-04T04:04:29+00:00,ENG-LAB-057,user093,rundll32.exe,mutex_created,Mutex,Global\ConfigGuard_{d2430461-3a28-42da-8c4a-eb60d0386fa4},10.3.128.249
evt-mutexes-000085,2026-06-04T05:00:06+00:00,ENG-LAB-014,user071,python.exe,mutex_created,Mutex,Local\TelemetrySync_{89f601db-09b4-4418-a76c-1411ebb5d80f},10.1.154.104
evt-mutexes-000086,2026-06-04T05:54:46+00:00,ENG-LAB-013,user056,teams.exe,mutex_created,Mutex,Local\OfficeCache_{ddd10acc-5af4-4ef0-be50-c7bde115d9fb},10.3.108.238
evt-mutexes-000087,2026-06-04T05:55:28+00:00,ENG-LAB-005,user052,teams.exe,mutex_created,Mutex,Session\ConfigGuard_{ecea4c70-d26d-4a79-9431-51f3b3ffb544},10.3.1.253
evt-mutexes-000088,2026-06-04T07:01:52+00:00,ENG-LAB-019,user029,rundll32.exe,mutex_created,Mutex,Local\UpdaterLock_{fa1cf1a1-6dcd-4c2a-970b-b765bf38015f},10.1.154.104
evt-mutexes-000089,2026-06-04T07:31:09+00:00,ENG-LAB-031,user040,teams.exe,mutex_created,Mutex,Local\OneDriveSync_{261ed105-90c3-4b54-a451-d4dc94c5bd8f},10.0.126.149
evt-mutexes-000090,2026-06-04T07:43:54+00:00,ENG-LAB-017,user098,teams.exe,mutex_created,Mutex,Session\ConfigGuard_{17591d79-bd97-48ed-87ac-bb208434f44b},10.2.222.41
evt-mutexes-000091,2026-06-04T08:00:09+00:00,ENG-LAB-011,user061,chrome.exe,mutex_created,Mutex,Global\BrowserSingleton_{f93adada-b3a3-43af-a056-8d2d90bff1ad},10.2.135.207
evt-mutexes-000092,2026-06-04T08:33:46+00:00,ENG-LAB-018,user011,powershell.exe,mutex_created,Mutex,Global\TelemetrySync_{044b18ed-ba80-406f-8a62-34e51052b462},10.3.181.109
evt-mutexes-000093,2026-06-04T10:11:16+00:00,ENG-LAB-055,user029,teams.exe,mutex_created,Mutex,Local\UpdaterLock_{440efcb6-5ef8-49bf-9d32-de5231e5e95f},10.3.218.144
evt-mutexes-000094,2026-06-04T11:02:34+00:00,ENG-LAB-040,user055,winword.exe,mutex_created,Mutex,Session\BrowserSingleton_{10e3edbd-c227-4f4a-ab90-e870049fd94d},10.1.135.34
evt-mutexes-000095,2026-06-04T11:23:52+00:00,ENG-LAB-046,user027,winword.exe,mutex_created,Mutex,Local\InstallerMutex_{fddc3bdf-3254-44de-8c26-5c6ce6bb22f5},10.3.93.13
evt-mutexes-000096,2026-06-04T12:30:58+00:00,ENG-LAB-013,user001,chrome.exe,mutex_created,Mutex,Global\LabAgent_{c626c4bd-e3b7-49ac-8c53-819961023806},10.3.212.16
evt-mutexes-000097,2026-06-04T12:31:19+00:00,ENG-LAB-041,user040,chrome.exe,mutex_created,Mutex,Local\OfficeCache_{902b9441-e43f-4adc-99b6-ea02f2af4155},10.2.126.216
evt-mutexes-000098,2026-06-04T13:38:17+00:00,ENG-LAB-006,user067,reg.exe,mutex_created,Mutex,Session\OneDriveSync_{9d1495ce-e532-400f-b007-00426f71691e},10.1.65.169
evt-mutexes-000099,2026-06-04T14:31:27+00:00,ENG-LAB-015,user013,powershell.exe,mutex_created,Mutex,Session\OfficeCache_{85de1e85-60ff-47f6-a808-c1a80a4c52fb},10.1.158.58
evt-mutexes-000100,2026-06-04T14:56:01+00:00,ENG-LAB-036,user051,svchost.exe,mutex_created,Mutex,Local\InstallerMutex_{bfdda4e3-f1a5-49bf-9eb1-690d16ea3760},10.1.21.79
evt-mutexes-000101,2026-06-04T15:34:00+00:00,ENG-LAB-026,user055,rundll32.exe,mutex_created,Mutex,Session\UpdaterLock_{486bda25-f5f7-45d3-8325-f320a32c3e9b},10.3.109.139
evt-mutexes-000102,2026-06-04T16:11:04+00:00,ENG-LAB-018,user074,svchost.exe,mutex_created,Mutex,Global\ConfigGuard_{9cb65219-c9e9-496b-ab97-b7a7369566e5},10.1.148.253
evt-mutexes-000103,2026-06-04T17:10:27+00:00,ENG-LAB-018,user030,winword.exe,mutex_created,Mutex,Local\BrowserSingleton_{b1821907-e16c-4b36-8e1c-372827f3f69c},10.3.185.57
evt-mutexes-000104,2026-06-04T18:52:59+00:00,ENG-LAB-020,user077,python.exe,mutex_created,Mutex,Local\InstallerMutex_{f2dd6d72-4994-492b-b2e7-187123597289},10.0.199.87
evt-mutexes-000105,2026-06-04T19:22:48+00:00,ENG-LAB-010,user100,msedge.exe,mutex_created,Mutex,Session\OneDriveSync_{8fdf7799-6fd0-4789-a89a-91a78180c7fc},10.0.180.77
evt-mutexes-000106,2026-06-04T21:58:19+00:00,ENG-LAB-020,user011,powershell.exe,mutex_created,Mutex,Local\UpdaterLock_{ec80804e-45c3-4827-bf3d-f7e10fdc2b9e},10.1.40.22
evt-mutexes-000107,2026-06-04T23:38:26+00:00,ENG-LAB-016,user023,teams.exe,mutex_created,Mutex,Local\InstallerMutex_{32363e11-b52b-4ce0-9db2-d8227c62422c},10.3.67.172
evt-mutexes-000108,2026-06-04T23:41:30+00:00,ENG-LAB-060,user092,winword.exe,mutex_created,Mutex,Global\ConfigGuard_{d40b31ef-c81d-46db-ad0a-d3aec56352f2},10.1.229.36
evt-mutexes-000109,2026-06-05T00:24:21+00:00,ENG-LAB-033,user062,python.exe,mutex_created,Mutex,Local\InstallerMutex_{e1534032-ea21-496c-af0f-20e4e6e7579c},10.3.93.72
evt-mutexes-000110,2026-06-05T00:51:36+00:00,ENG-LAB-001,user017,python.exe,mutex_created,Mutex,Session\LabAgent_{bf6b26e9-27bd-498c-8970-7cdd2811e873},10.2.248.161
evt-mutexes-000111,2026-06-05T01:26:09+00:00,ENG-LAB-003,user095,winword.exe,mutex_created,Mutex,Local\OneDriveSync_{778cb7cc-4092-454e-bc38-5c52fcdd21ee},10.3.239.222
evt-mutexes-000112,2026-06-05T03:02:43+00:00,ENG-LAB-028,user020,outlook.exe,mutex_created,Mutex,Global\OfficeCache_{a8584aef-a6d5-4098-a3c5-f4c38b8f18ca},10.3.173.205
evt-mutexes-000113,2026-06-05T03:15:02+00:00,ENG-LAB-001,user007,svchost.exe,mutex_created,Mutex,Local\InstallerMutex_{4230f748-65f2-4c85-a4be-e3fb81bd6363},10.2.75.111
evt-mutexes-000114,2026-06-05T03:46:44+00:00,ENG-LAB-060,user084,winword.exe,mutex_created,Mutex,Session\BrowserSingleton_{0cb2e218-958e-4449-af03-8602971f7390},10.1.109.17
evt-mutexes-000115,2026-06-05T04:55:09+00:00,ENG-LAB-053,user096,winword.exe,mutex_created,Mutex,Local\TelemetrySync_{039cb8ff-9064-4768-b960-9aa190ec31e0},10.3.214.138
evt-mutexes-000116,2026-06-05T06:11:46+00:00,ENG-LAB-032,user037,powershell.exe,mutex_created,Mutex,Global\BrowserSingleton_{5f386720-3512-42d2-9b1f-84ee97e907f7},10.2.181.54
evt-mutexes-000117,2026-06-05T06:29:26+00:00,ENG-LAB-045,user070,powershell.exe,mutex_created,Mutex,Local\TelemetrySync_{ea4afb5c-19c3-4789-81d0-81dbdeb1f75e},10.3.84.68
evt-mutexes-000118,2026-06-05T06:35:27+00:00,ENG-LAB-050,user090,reg.exe,mutex_created,Mutex,Local\LabAgent_{74531ac5-dfc8-49f0-88de-b356cf9eed5e},10.0.170.198
evt-mutexes-000119,2026-06-05T07:34:12+00:00,ENG-LAB-035,user049,svchost.exe,mutex_created,Mutex,Global\OfficeCache_{b948a093-1b57-4da2-adf6-fa097978b9ff},10.0.79.70
evt-mutexes-000120,2026-06-05T08:56:43+00:00,ENG-LAB-043,user009,winword.exe,mutex_created,Mutex,Local\UpdaterLock_{93778ff8-aef5-4f91-a24f-08af0c006a41},10.3.25.143
evt-mutexes-000121,2026-06-05T09:06:03+00:00,ENG-LAB-041,user019,winword.exe,mutex_created,Mutex,Global\TelemetrySync_{5169c4b3-44fc-4d37-9cf4-b7a069c00adf},10.3.1.245
evt-mutexes-000122,2026-06-05T10:02:41+00:00,ENG-LAB-040,user095,chrome.exe,mutex_created,Mutex,Local\TelemetrySync_{bc84105c-6edf-41c3-bb3a-43109d576a8a},10.1.237.171
evt-mutexes-000123,2026-06-05T10:04:48+00:00,ENG-LAB-028,user033,svchost.exe,mutex_created,Mutex,Global\TelemetrySync_{b6677484-fa57-4796-b781-ac5d6542d69c},10.3.79.237
evt-mutexes-000124,2026-06-05T10:57:28+00:00,ENG-LAB-024,user068,winword.exe,mutex_created,Mutex,Local\OfficeCache_{a799acee-55ed-41b4-9d5e-adcf8c88adbc},10.0.25.167
evt-mutexes-000125,2026-06-05T11:47:28+00:00,ENG-LAB-056,user015,chrome.exe,mutex_created,Mutex,Global\OfficeCache_{38869947-7742-4a4b-bd89-628157a76bab},10.2.222.41
evt-mutexes-000126,2026-06-05T11:48:06+00:00,ENG-LAB-035,user076,winword.exe,mutex_created,Mutex,Global\ConfigGuard_{0a5304b6-2e9d-47ab-90ff-eeb6ad89c3e6},10.3.93.72
evt-mutexes-000127,2026-06-05T12:22:10+00:00,ENG-LAB-054,user069,reg.exe,mutex_created,Mutex,Global\UpdaterLock_{72c5f0fb-a175-445a-9e19-67b5c4469b97},10.0.58.175
evt-mutexes-000128,2026-06-05T15:10:22+00:00,ENG-LAB-041,user037,teams.exe,mutex_created,Mutex,Session\OneDriveSync_{07738285-0092-4822-8149-4a9919eff690},10.0.12.190
evt-mutexes-000129,2026-06-05T15:16:04+00:00,ENG-LAB-041,user094,outlook.exe,mutex_created,Mutex,Local\InstallerMutex_{5b5356a0-7494-4f6f-b2f5-aef2019c2e99},10.0.41.108
evt-mutexes-000130,2026-06-05T15:26:20+00:00,ENG-LAB-037,user048,reg.exe,mutex_created,Mutex,Session\ConfigGuard_{396dcbb2-410d-4990-a68d-90dc7c37083f},10.0.79.70
evt-mutexes-000131,2026-06-05T18:15:48+00:00,ENG-LAB-036,user063,python.exe,mutex_created,Mutex,Session\InstallerMutex_{7ca6c969-33f2-4c00-bb4a-8bb4ad0f9ec3},10.3.253.103
evt-mutexes-000132,2026-06-05T18:37:30+00:00,ENG-LAB-015,user067,teams.exe,mutex_created,Mutex,Global\InstallerMutex_{6770a1b6-a154-47dd-95d5-f4dd276184fb},10.1.18.214
